name,location,location,rate,votes,cost,cuisines,lat,lon
Khai Khai,HSR,Koramangala 4th Block,4.0,52,450.0,Bengali,13.059634160523569,77.59031334278883
Desi Adda,BTM,Koramangala 7th Block,3.3,22,300.0,"North Indian, Chinese",12.978854206956855,77.6671683328844
Chulha Chauki Da Dhaba,Kalyan Nagar,Kalyan Nagar,4.1,1208,800.0,North Indian,12.995296641571054,77.59561438088957
Cafe Terra,Indiranagar,Frazer Town,4.2,392,500.0,"Cafe, Continental, Fast Food",12.95250172085331,77.53750622940521
Pecos Classic,Brigade Road,Residency Road,4.1,560,1100.0,Finger Food,12.956148390588531,77.51957867580857
Modern Restaurant,BTM,Jayanagar,3.0,18,450.0,"North Indian, Chinese",12.986996039577608,77.51773016809882
Snack House,Indiranagar,Brigade Road,3.8,22,200.0,"Fast Food, Momos",13.088156904100622,77.5490783919868
Amnesia - The Poolside Bar,Residency Road,Brigade Road,3.7,15,2000.0,"North Indian, Chinese, Continental",12.960483902255707,77.58245991716817
Galito's,Whitefield,Marathahalli,4.6,592,1000.0,"African, Burger",13.080644724994187,77.54410941478129
SHAIK's DYNASTY,Kammanahalli,Kammanahalli,3.2,6,450.0,"North Indian, Chinese",12.919750593736339,77.60699861345736
SL Vadapav,Jayanagar,JP Nagar,4.0,79,100.0,Maharashtrian,12.955552809895451,77.68529008292941
Ramdev Bhojnalaya,Electronic City,Electronic City,3.0,29,200.0,"Rajasthani, Gujarati",13.021552553748684,77.65081863165298
Savi Sagar,Rajajinagar,Malleshwaram,4.2,343,350.0,"North Indian, South Indian, Chinese",12.976277532614713,77.57876170329102
New Royal Treat,Bannerghatta Road,BTM,2.8,102,350.0,"North Indian, Chinese",13.016621151455979,77.61027032502002
Eatapita,Kammanahalli,Frazer Town,4.0,128,600.0,"Arabian, Pizza, Greek, Lebanese, Mediterranean",13.092763532237635,77.53482890565829
Capsicum Family Restaurant,BTM,Jayanagar,3.8,256,800.0,"Biryani, North Indian",12.954914463110205,77.56822655053247
Edo Restaurant & Bar - ITC Gardenia,Richmond Road,MG Road,4.3,237,4000.0,Japanese,13.072881124868372,77.67686925275699
Hyderabad Biryani House,Malleshwaram,Rajajinagar,4.1,218,800.0,"Biryani, Hyderabadi, Chinese",12.981854545729236,77.57662362437982
Mamma Mexicana,MG Road,MG Road,2.2,409,1000.0,Mexican,12.904013419081394,77.65644218954264
Pin Me Down,BTM,Koramangala 6th Block,4.5,816,800.0,"Continental, Mexican, Chinese, North Indian",13.053971601135778,77.52344231010606
Juice Shop,JP Nagar,JP Nagar,3.4,26,150.0,"Juices, Beverages, Ice Cream",13.086112405407114,77.5502186314128
Cinnamon,HSR,Koramangala 4th Block,3.9,450,550.0,"North Indian, Chinese, Biryani",13.038398504411349,77.51465327380443
SR Choco Station,JP Nagar,JP Nagar,3.4,7,200.0,Desserts,13.017758905836045,77.65341533150718
Foodies Express,Electronic City,Electronic City,3.7,131,400.0,"Chinese, North Indian, Arabian, Biryani",13.005716840287489,77.57113519362196
WOW! Momo,Banaswadi,Frazer Town,2.8,40,400.0,"Tibetan, Momos",12.943227162462184,77.5502638702572
Biryani Club,Jeevan Bhima Nagar,Indiranagar,2.9,31,400.0,"South Indian, Biryani",12.93680820696429,77.50995808458433
Hot Cross Bun,Koramangala 6th Block,Koramangala 5th Block,3.3,4,500.0,Fast Food,12.946981252226248,77.61616800009678
Tiffin Room - Miraya Hotel & Residences,Whitefield,Brookefield,3.8,137,2000.0,"North Indian, South Indian, Asian",13.001970801910092,77.6804532850847
Meghana Biriyanis,Nagawara,Kalyan Nagar,3.9,375,400.0,"Andhra, Biryani, South Indian, Chinese",13.09502038022004,77.6312980544886
Subway,Brigade Road,Residency Road,3.3,69,500.0,"Healthy Food, Fast Food",13.083714695976921,77.53622707197967
Sri Ganesh Juice Corner,Koramangala 5th Block,Koramangala 4th Block,3.0,9,150.0,"Juices, Fast Food",13.068696498562858,77.69271860112076
Athithi,Bannerghatta Road,JP Nagar,2.8,80,650.0,"Andhra, Biryani, Chinese, North Indian",13.04875346947471,77.56011627472112
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Thippasandra,Indiranagar,4.4,580,450.0,"French, Sandwich, Salad",12.959498533998534,77.62136451797714
Daniyal's,BTM,Koramangala 7th Block,3.2,42,800.0,"North Indian, Biryani, Mughlai, Kebab",13.039151667598436,77.68229663563457
Classic Shop,Ulsoor,Church Street,3.3,6,150.0,"Juices, Beverages",13.054453511367502,77.57730785842767
The Krishna Grand,Banashankari,Jayanagar,3.9,892,750.0,"North Indian, South Indian, Chinese, Fast Food, Juices",13.07272460018399,77.51195019829937
Kobe Sizzlers,Koramangala 5th Block,Koramangala 6th Block,4.1,1798,1000.0,"American, Continental, Fast Food, Steak",12.970063505174465,77.58312166277612
Biergarten,Koramangala 5th Block,Koramangala 5th Block,4.8,467,2100.0,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",12.958245865646253,77.63371890269234
Bawarchi Inn,BTM,Jayanagar,3.0,140,600.0,"North Indian, Biryani, Andhra, Chinese",13.01388653661897,77.64406566026591
Cafe Coffee Day,Jayanagar,Jayanagar,2.9,33,650.0,Cafe,12.91296684375724,77.53344537140465
Zingron,Koramangala 7th Block,BTM,4.0,510,750.0,"Chinese, Naga",13.079111148174777,77.65937442275903
Delish Chinese Fast Food,Banaswadi,Kammanahalli,3.2,4,300.0,"Chinese, North Indian, Biryani",13.094921842172647,77.69516877260709
Iyengar Bakery,Jayanagar,BTM,3.7,28,200.0,"Bakery, Fast Food, Desserts, Beverages",13.053888515884312,77.52678515249715
Oye Amritsar,Indiranagar,Indiranagar,3.9,1432,1000.0,North Indian,13.062841753410932,77.66498934157424
Curry with a 'K' - St. Mark's Hotel,St. Marks Road,Lavelle Road,3.9,90,1400.0,"North Indian, Mughlai, Hyderabadi",12.960491075966202,77.64979901693292
Happy Eat,Marathahalli,Marathahalli,3.3,88,300.0,"Biryani, Chinese, North Indian",13.005331965222283,77.59266369713713
Pizza Stop,Koramangala 4th Block,Koramangala 7th Block,3.9,241,600.0,"Pizza, Italian",12.946660457511658,77.57629515839314
Enroute,Electronic City,Electronic City,3.6,31,300.0,"Continental, Fast Food",13.032746872138787,77.64180704826515
Ice Cream Works,Jayanagar,BTM,4.1,192,300.0,"Desserts, Ice Cream",13.04979263017208,77.54639260822736
Bhavani Sri,Indiranagar,MG Road,3.0,112,600.0,"Chinese, North Indian",12.91166665445696,77.52726528729988
The ThickShake Factory,Cunningham Road,Brigade Road,2.8,19,350.0,"Beverages, Juices",12.94052652682707,77.66596391216765
Aami Kolkata,Bannerghatta Road,Bannerghatta Road,3.3,5,600.0,Bengali,13.039257755175628,77.60210378954598
Five Star Chicken,Rajajinagar,Rajajinagar,3.5,20,200.0,Fast Food,13.046874157654718,77.68705093149636
The Good Bowl,Marathahalli,Brookefield,3.1,6,500.0,"Italian, North Indian, Biryani",12.934504775389273,77.65718818357274
Shankar Maanes Kitchen,HSR,HSR,3.8,33,500.0,"South Indian, Biryani, North Indian",13.05713332038889,77.6798308373297
Eagles Pizza,Kalyan Nagar,Kammanahalli,3.8,22,650.0,"Pizza, Italian",13.059636597914968,77.58560848625888
Costa Coffee,Indiranagar,Old Airport Road,3.8,211,500.0,Cafe,12.999680085132404,77.63911412708181
Tandoor,MG Road,Frazer Town,3.9,1362,2100.0,North Indian,13.012138896275136,77.56413048285694
Eatzgreen,Marathahalli,Whitefield,3.8,61,500.0,"Healthy Food, South Indian, Fast Food, North Indian, Beverages",12.99494752299746,77.5780792855175
Al Amanah Cafe,Kammanahalli,Kammanahalli,4.4,1418,300.0,"Middle Eastern, Fast Food, Rolls",12.940359916268438,77.52184961663121
Sotally Tober,Koramangala 4th Block,Koramangala 4th Block,4.4,4081,1200.0,"Asian, Burger, Pizza, Chinese, Finger Food",13.000992183788433,77.57717805777048
T3H Cafe,Banashankari,Banashankari,3.9,93,300.0,"Cafe, Italian, American",13.004951286326447,77.51664814957574
Koshe Kosha,Koramangala 1st Block,Koramangala 7th Block,4.0,579,600.0,"Bengali, Seafood",12.90234052536218,77.6256426099704
Truffles,Koramangala 5th Block,Koramangala 5th Block,4.7,14710,900.0,"Cafe, American, Burger, Steak",12.998658716112539,77.59066894961869
The Marina,Indiranagar,Indiranagar,4.4,542,1200.0,"Seafood, Continental, North Indian, South Indian",12.913325599682075,77.5651445246333
Durbar Greens Family Restaurant,Hosur Road,Koramangala 4th Block,3.6,10,700.0,"North Indian, Chinese, South Indian",13.099304414384934,77.69131242485153
Midnight Restro,BTM,Koramangala 5th Block,3.4,55,500.0,"North Indian, Fast Food",12.981234402582297,77.58916418639447
Subham Pal Kitchen,Koramangala 1st Block,Koramangala 4th Block,3.3,10,300.0,"North Indian, Chinese",13.060947412953388,77.61737076133537
Cafesta,Whitefield,Whitefield,4.3,590,550.0,"Cafe, Italian, Fast Food, Desserts",13.011174938365343,77.55566402748566
Zangos Grill,Koramangala 1st Block,Koramangala 7th Block,4.0,189,300.0,"BBQ, Fast Food",12.941778206848682,77.6531466750033
Sri Udupi Grand,Shanti Nagar,Church Street,3.2,9,350.0,"South Indian, North Indian, Chinese",13.018496598780319,77.54097732051228
Beijing Bites,New BEL Road,New BEL Road,3.6,314,850.0,"Chinese, Thai",13.020838390148732,77.62487381143207
Cookie Man,Whitefield,Brookefield,3.2,11,150.0,Bakery,13.019892227931743,77.5561211482096
Ruchir,Electronic City,Electronic City,3.3,7,600.0,"North Indian, South Indian, Biryani",13.05780812084041,77.6690203157962
Ambur Star Briyani,HSR,HSR,2.8,227,500.0,"Biryani, Kebab",12.979610968135788,77.65959855439829
New Prashanth Naati Style,Cunningham Road,Lavelle Road,3.8,31,400.0,"South Indian, Biryani",13.095631375127365,77.55998124285203
The Charlton Bar,Residency Road,Brigade Road,3.3,4,1000.0,"Chinese, North Indian",12.996907599016001,77.68410602972223
Drunken Monkey,HSR,Bellandur,4.0,119,400.0,"Beverages, Fast Food",12.977896378980484,77.58698357602503
Chriz Cafe,Sarjapur Road,Bellandur,3.5,11,400.0,"South Indian, Biryani",13.010500193481578,77.63186619734098
Crunch Pizzas,BTM,Bannerghatta Road,2.6,473,600.0,"Italian, Pizza",13.04952187603525,77.5911298241978
Poha On Wheels,Bellandur,Bellandur,4.1,65,100.0,Street Food,12.92276767869532,77.64089238087358
Tim Tai,Koramangala 5th Block,Koramangala 4th Block,4.4,3674,1400.0,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",12.96390981257568,77.5331273475937
Swarga Ruchi,Basavanagudi,Basavanagudi,3.3,12,200.0,South Indian,12.997514238734677,77.68869214285598
Tandoor Hut,Koramangala 5th Block,Koramangala 6th Block,4.1,1003,700.0,"North Indian, Mughlai, Chinese, Rolls",13.042656344476447,77.56702845309212
Domino's Pizza,Marathahalli,Marathahalli,3.9,262,400.0,"Pizza, Fast Food",12.973307810881792,77.52493159373135
Reddy's Paradise,Bellandur,Marathahalli,3.3,5,700.0,Andhra,13.056787727072486,77.61721487386751
Masala Kitchen,Brigade Road,MG Road,3.0,4,700.0,North Indian,12.998879340554852,77.57894371651025
DeliToons,Koramangala 6th Block,Koramangala 7th Block,4.0,126,300.0,"Sandwich, Pizza, Salad",12.927270759022152,77.53799303893805
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,HSR,HSR,4.3,1101,700.0,"Cafe, Continental, Pizza, Salad",13.069459349107099,77.62400800734459
Protein Grillhouse,Jayanagar,Basavanagudi,4.2,166,800.0,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",12.914639184753689,77.65076186178253
Om Shiva Shakthi Chats Centre,Basavanagudi,Basavanagudi,3.9,26,300.0,"Street Food, Fast Food",12.913073231512877,77.51796378802545
Samrudh Veg,Cunningham Road,Frazer Town,3.6,11,200.0,"South Indian, Chinese",13.035468369216304,77.5815199060364
The Burger Place,Koramangala 1st Block,HSR,3.8,26,400.0,"Burger, Continental, Fast Food",13.043132530414463,77.56304420269414
Punjab Di Shaan,HSR,HSR,3.0,39,450.0,North Indian,12.948385545623848,77.61187643480291
Amande Patisserie,Lavelle Road,Brigade Road,4.2,231,300.0,"Bakery, French, Desserts",13.024258489809922,77.69069924831219
Ooty Chocolates,Residency Road,Residency Road,3.5,17,300.0,Desserts,12.965867482389381,77.55139602746755
Bake Addiction,JP Nagar,JP Nagar,4.1,91,500.0,"Bakery, Desserts",12.962909219520672,77.66619057278677
Matru Sagar,Kalyan Nagar,Kammanahalli,4.0,332,300.0,"South Indian, North Indian, Chinese",13.05996589080998,77.65367869864515
Cafe Jezve,Koramangala 5th Block,Koramangala 5th Block,3.8,18,500.0,Cafe,13.017476719053729,77.59220667276881
Just Bake,Marathahalli,Marathahalli,3.7,63,400.0,Bakery,13.03947670481753,77.67022707510114
My Cafe,Electronic City,Electronic City,3.6,16,350.0,"North Indian, Chinese, Fast Food",13.07881990722123,77.60102443446759
Chai Street,Koramangala 5th Block,Koramangala 5th Block,3.3,5,150.0,Beverages,12.98201793665223,77.651977361621
Rahhams,Shanti Nagar,Church Street,2.6,308,700.0,"Mughlai, North Indian, Chinese",12.973009513338521,77.55776147101288
YumYumDilli,Hennur,Kammanahalli,3.2,107,500.0,North Indian,13.031364461302841,77.66106871950974
Konaseema Kitchen,Marathahalli,Brookefield,3.8,572,600.0,"North Indian, Biryani, Andhra, South Indian",12.916319744000967,77.56904898623148
Biggies Burger 'n' More,BTM,Koramangala 5th Block,3.8,209,400.0,"Cafe, Burger, Fast Food",12.937678596480715,77.55579856950006
Zam Zam Restaurant,Banaswadi,Kalyan Nagar,3.1,7,400.0,"Chinese, North Indian",13.042449778368802,77.6910924776071
Smally's Resto Cafe,Indiranagar,Old Airport Road,4.1,424,650.0,"Cafe, Italian, Burger, American, Steak",13.027492725775524,77.6621186335562
Crafted Plate,JP Nagar,JP Nagar,4.2,239,600.0,"Cafe, Asian, Burger, Continental, Italian, Salad",13.065251545866413,77.53667543091764
The Only Place,Church Street,MG Road,4.2,2934,1000.0,"Italian, American, Steak, Continental, BBQ, Salad",12.951017286223859,77.65077277160137
New Shanthi Sagar,Rajajinagar,Rajajinagar,3.5,10,300.0,"Chinese, Fast Food, North Indian",13.051824251909204,77.68522459719115
Oh My Biryani,HSR,BTM,3.7,439,550.0,"Biryani, North Indian",13.09658937591094,77.54101684493327
Oye Amritsar,Church Street,MG Road,4.1,461,600.0,North Indian,12.971240586101942,77.68244092667778
Karahi Kitchen,Koramangala 5th Block,Koramangala 4th Block,4.0,165,300.0,"Andhra, Biryani, Chinese",13.06146286015381,77.53498764893567
Tawa Sagara,Jayanagar,Basavanagudi,3.8,122,700.0,"Mangalorean, Seafood",13.047501671891801,77.58789314786279
Aasife & Brothers Biriyani Centre,HSR,Koramangala 7th Block,3.9,132,600.0,"Biryani, North Indian, South Indian, Chinese",13.020760153602438,77.6353838681771
The Spice Box,Old Airport Road,Old Airport Road,3.6,30,800.0,"North Indian, South Indian",13.058193079773739,77.55212211677099
Tang of Jamaica,Kalyan Nagar,Kalyan Nagar,3.4,28,900.0,"American, Mexican, BBQ",13.071872044950563,77.64627318691217
Hunger2Eat,BTM,Koramangala 4th Block,3.7,26,400.0,"Biryani, Fast Food, North Indian",13.087776663014113,77.54883503920314
Chung Wah,Koramangala 5th Block,Koramangala 7th Block,4.0,314,800.0,"Chinese, Thai, Momos, Vietnamese",12.92330933754304,77.58503503132266
Mini Punjabi Dhaba,Banashankari,Basavanagudi,4.2,325,350.0,North Indian,13.021705454539294,77.62838682795315
Chefie,Koramangala 1st Block,HSR,3.8,37,200.0,"Continental, Fast Food, Italian, North Indian",12.990436587872022,77.5350761925888
Kannur Restaurant,Kammanahalli,Kammanahalli,3.8,65,400.0,"South Indian, North Indian, Kerala",12.970492556879847,77.67705271473443
A2B - Adyar Ananda Bhavan,Mysore Road,Banashankari,3.8,155,400.0,"South Indian, Fast Food, Street Food",13.025879727627052,77.67040562796545
Starbucks,Indiranagar,Old Airport Road,4.2,591,700.0,"Cafe, Desserts",13.05092127312727,77.53813714708747
Body Temple,BTM,Koramangala 5th Block,3.3,12,500.0,Healthy Food,13.026542061993238,77.65632488864165
Crumb Together,JP Nagar,Bannerghatta Road,4.1,585,1200.0,"Continental, Finger Food, North Indian, Chinese",13.008259267060215,77.50437271051828
Shiv Sager,Brigade Road,Lavelle Road,3.0,10,200.0,"South Indian, North Indian, Chinese",13.001845762769623,77.67009172991662
Shiv Sager,Brigade Road,MG Road,3.0,10,200.0,"South Indian, North Indian, Chinese",13.033594521933855,77.61471106665888
Daawat Restaurant Bar & Pub,Koramangala 7th Block,Koramangala 4th Block,3.5,9,700.0,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",13.020720384044248,77.69872743552168
Southern Spice,Whitefield,Whitefield,2.6,382,800.0,"North Indian, Chinese, Biryani, Andhra",13.01266625076816,77.66809589020507
Red Onion,Shanti Nagar,Brigade Road,4.2,576,1200.0,"Chinese, North Indian, Biryani, Kebab",13.088544863818822,77.62048547839083
Mainland China,Church Street,Frazer Town,4.5,1401,1700.0,"Chinese, Momos",12.985071299253997,77.53516653401698
Dilli in a Box,Koramangala 7th Block,Koramangala 7th Block,3.7,7,400.0,"Fast Food, North Indian",13.060939157007967,77.61335822051576
Punjabi Raswada,Jayanagar,Jayanagar,3.6,432,800.0,North Indian,12.984238275965078,77.65809635573268
Ambur Hot Dum Biryani,Shanti Nagar,Residency Road,3.1,6,250.0,"Biryani, Kebab",13.06279613463456,77.51750376248027
Mandarin Box,Church Street,Residency Road,3.9,85,500.0,Chinese,12.992594802374951,77.52347658184155
Rajveena Kitchen,BTM,Koramangala 4th Block,3.7,28,500.0,"North Indian, Fast Food, Biryani, Chinese",12.918637757194462,77.65427634535203
Dr. Sheesha,JP Nagar,JP Nagar,4.1,1445,800.0,"Cafe, Chinese, Continental, Italian",12.932525659263144,77.64888863123544
Shaap,Indiranagar,Old Airport Road,4.0,241,500.0,"Kerala, Seafood",13.03033319913751,77.62404210646824
Biriyani House,Bellandur,Bellandur,3.6,27,400.0,Biryani,12.989411108761285,77.5538986309325
Citrus - The Leela Palace,Old Airport Road,Old Airport Road,4.2,597,3500.0,"North Indian, Italian, Asian, Continental, Mediterranean",13.038676448838896,77.69488282220863
New Royal Treat,Bannerghatta Road,Basavanagudi,2.8,102,350.0,"North Indian, Chinese",13.001228372568049,77.58096263182584
Home Food,Kammanahalli,Frazer Town,3.4,11,300.0,South Indian,12.915739715341502,77.69600247512172
Suchi Ruchi Veg & Non Veg Resturant,Bannerghatta Road,Bannerghatta Road,3.2,4,400.0,"South Indian, North Indian",12.979384655240318,77.66531347688972
Nila Cafe,Bommanahalli,HSR,3.6,16,400.0,"Kerala, South Indian",12.906376959041719,77.53620238262545
Aaharam,Koramangala 1st Block,Koramangala 6th Block,4.0,65,350.0,"Chinese, North Indian",13.045294186436088,77.69966935627772
McDonald's,MG Road,MG Road,3.9,119,500.0,"Fast Food, Burger",12.936574849623595,77.69396526227827
Barista,Shanti Nagar,Church Street,3.7,35,300.0,Cafe,12.94804900369286,77.65254636668378
Hotel Fanoos,Richmond Road,MG Road,4.0,789,400.0,"Arabian, Biryani, Rolls, Kebab",12.93536347155596,77.65851712485441
Chetty's Corner,Jayanagar,Jayanagar,3.6,21,150.0,"Fast Food, Burger",12.967044636042715,77.59365138948162
Ambur Azad Darbar,BTM,Jayanagar,3.1,6,250.0,"North Indian, Fast Food, Biryani",13.025749045165615,77.6174627629053
Kalmane Koffees,Koramangala 7th Block,Koramangala 6th Block,4.1,367,350.0,Cafe,13.070524487495224,77.57718817743094
Sandwichwallas,Jayanagar,Jayanagar,3.9,104,200.0,Fast Food,12.920715313220603,77.55078036100124
Rakesh Kumar Pani Poori,Jayanagar,Jayanagar,3.7,13,100.0,Street Food,13.001274334709029,77.58295649226105
Rasoi,Banashankari,Banashankari,3.3,128,300.0,"North Indian, Chinese",13.071682550368601,77.50791014586726
Shanmukha,HSR,BTM,4.0,985,800.0,"Biryani, Andhra, North Indian, Chinese",12.908620021789664,77.6864332229885
Amaravati,BTM,Koramangala 6th Block,3.6,39,400.0,"North Indian, Chinese",13.094159629854534,77.65897799114472
Smoke - The Sizzler House,Koramangala 7th Block,Koramangala 5th Block,4.0,1390,1100.0,"Continental, Chinese, Thai, Italian, BBQ, Steak",13.081026774968837,77.60314198770543
